Date,Ticker,Open,High,Low,Close,Period_Average
12/31/1918,__NGN_D,0.2105,0.2105,0.2101,0.2102,0.210319192
12/31/1919,__NGN_D,0.2102,0.2738,0.2102,0.2667,0.227582958
12/31/1920,__NGN_D,0.2646,0.3145,0.2508,0.2837,0.275127244
12/31/1921,__NGN_D,0.2833,0.2833,0.2377,0.2377,0.261021222
12/31/1922,__NGN_D,0.2381,0.2398,0.2152,0.2159,0.226314194
12/31/1923,__NGN_D,0.2157,0.2347,0.2121,0.2316,0.219044013
12/31/1924,__NGN_D,0.2341,0.2379,0.2114,0.2118,0.22693109
12/31/1925,__NGN_D,0.2108,0.2109,0.2058,0.2063,0.207289355
12/31/1926,__NGN_D,0.2063,0.2066,0.2055,0.2063,0.206003537
12/31/1927,__NGN_D,0.2062,0.2064,0.2049,0.2051,0.205899676
12/31/1928,__NGN_D,0.205,0.2065,0.2049,0.2062,0.205678457
12/31/1929,__NGN_D,0.2063,0.2066,0.205,0.2052,0.206107717
12/31/1930,__NGN_D,0.2052,0.2061,0.2052,0.2061,0.20579582
12/31/1931,__NGN_D,0.206,0.3094,0.2054,0.2961,0.224982315
12/31/1932,__NGN_D,0.2948,0.318,0.2635,0.3005,0.286355627
12/31/1933,__NGN_D,0.2999,0.3019,0.1856,0.1953,0.243520968
12/31/1934,__NGN_D,0.1944,0.2053,0.1933,0.2026,0.198694212
12/31/1935,__NGN_D,0.2025,0.2117,0.2008,0.2028,0.204183548
12/31/1936,__NGN_D,0.2029,0.2052,0.1974,0.2037,0.201301608
12/31/1937,__NGN_D,0.2037,0.2051,0.1994,0.2001,0.202347267
12/31/1938,__NGN_D,0.2,0.2174,0.1987,0.2157,0.204832476
12/31/1939,__NGN_D,0.2164,0.2685,0.2129,0.2529,0.227147097
12/31/1940,__NGN_D,0.2532,0.3339,0.2475,0.2478,0.263517308
12/31/1941,__NGN_D,0.2478,0.2498,0.2478,0.248,0.248096732
12/31/1942,__NGN_D,0.248,0.248,0.248,0.248,0.248
12/31/1943,__NGN_D,0.248,0.2488,0.248,0.2488,0.248673548
12/31/1944,__NGN_D,0.2488,0.2488,0.2488,0.2488,0.2488
12/31/1945,__NGN_D,0.2488,0.2488,0.2482,0.2484,0.248604502
12/31/1946,__NGN_D,0.2484,0.2484,0.2484,0.2484,0.2484
12/31/1947,__NGN_D,0.2484,0.2487,0.2476,0.2479,0.24824
12/31/1948,__NGN_D,0.2481,0.2483,0.2479,0.248,0.248015434
12/31/1949,__NGN_D,0.248,0.3571,0.248,0.3571,0.279389355
12/31/1950,__NGN_D,0.3571,0.3572,0.3569,0.357,0.357029582
12/31/1951,__NGN_D,0.357,0.3595,0.3569,0.3595,0.357094534
